address,amount0,amount1,amount2,amount3,amount4,amount5
0x4C6358c62FEE74dc1de5D782e37B3ABD13CD8B32,1,1,805094,2415283,1,1
0x10badfeff12424193cd322a2ffcfa283426c0512,1,1,794824,2384473,1,1
0x2F7890fBbed021A72ac1E65dfe44647114F64C21,1,1,778223,2334669,1,1
0xbdbe0f7e253caa7f75bb908742e2959c3a652334,1,1,737834,2213503,1,1
0x51f6Ddb5e8041fA6C45A8C5E562989e0c30116F7,1,1,707162,2121487,1,1
0x407Ab0024FA9131dCf548eb810E4C94C7f16E0cF,1,1,706294,2118883,1,1
0x4FC00a81FDF496077AEeC36ef3cF9A87248ec2b8,1,1,692535,2077606,1,1
0x6D713e6417c2936B9a5B5415034631325dd5eA4a,1,1,690002,2070007,1,1
0x2fcC7BE367E7E6112032c481D5146E2c160D73D0,1,1,643453,1930359,1,1
0x646C9A2125E0bf78B09a588669B8e7e0EBeA8B85,1,1,636493,1909479,1,1
0xf45832e97e2e8eec8ad61045c05fac670694e30f,1,1,611670,1835010,1,1
0x6aEdBcb004166dA8E3D47Ff3Bc361EC399188D98,1,1,603004,1809012,1,1
0x77a44492181dda57450b7cb098ff52205eb0c70a,1,1,588700,1766100,1,1
0x956fE32990E08f21c2c6fcD063496F5Ddf078b81,1,1,578895,1736686,1,1
0x0f0ecea1a3184b9e70ae3d410c6878339f2023fb,1,1,574815,1724445,1,1
0x4eDcc9D0Fa3CE259da559F0ce12fD55EF8aA34fd,1,1,566122,1698368,1,1
0xC0051E28932C95C44239b48796C8101d2702bc1f,1,1,563304,1689912,1,1
0x25504d7Ed7fb0c4b6812c26D4db1DB70FD0895F2,1,1,559666,1678998,1,1
0x308a66051964a050ff7f42e206b5a6ce4296f384,1,1,559175,1677526,1,1
0x89667b52c4bc13e89fdbd666f2ee9a041c23cdf2,1,1,514643,1543929,1,1
0xFAdC498B43aC3c7b924cD1Bb78aFb81Ad799aA5d,1,1,498113,1494341,1,1
0x4159f5df51fab9b89335990fffaf1eb66008a4b1,1,1,472054,1416163,1,1
0x0179481cc5bf1435f2944dc3f13a97c1dea24435,1,1,459533,1378601,1,1
0xEE48afa1C2f69B4d02A4B509374d01ca650Bb983,1,1,443595,1330785,1,1
0x523559d588d40932310b60efe1fd2389e7f586e9,1,1,441221,1323663,1,1
0xf725cc2b6ec42fc500f85e82a4ba6289f65354fb,1,1,431367,1294102,1,1
0xBB2412c4AF7E9f931BAce78FF7957A640916acB4,1,1,429211,1287633,1,1
0x32d568569e050d4e7dfcd524f5af6f2688e85c8e,1,1,414399,1243197,1,1
0x7cf990771a01e034f542618e88e7c942161b379b,1,1,394282,1182847,1,1
0x6dd114c71d393a85fdfac65869e33a95f1adf142,1,1,384037,1152112,1,1
0x48ddde20873f8e9fc9804c0e7ea6797d976519ff,1,1,374235,1122706,1,1
0xBF06c5B920442C0C861766cFCE0eA4217cd207A3,1,1,316544,949632,1,1
0x671bbeee5bb6ad9c304bf16122ed77ac5a2e91a9,1,1,270812,812438,1,1
0x10d3879b4355b0e4a1b5cfb6ff00a5572a8abc70,1,1,252620,757862,1,1
