address,amount0,amount1,amount2,amount3,amount4,amount5
0xBAe9A27E71e071898f00B2e6399b253f497E8c05,1,1,1505170,4515511,1,1
0x82f071BfF1B095318B00f951a2be625aB595e640,1,1,1503247,4509743,1,1
0x6409706597253A07eA8cb823e59cd78908e4D249,1,1,1495234,4485702,1,1
0xf4A6BC817D5d6bd32D7f7628f96eb30a0179F429,1,1,1494362,4483087,1,1
0xA30407CbA349e078B71399C77bD646F05676d261,1,1,1480347,4441042,1,1
0x3548D8ba5069E42375113e34f08c5318f41a8612,1,1,1470975,4412925,1,1
0x7C091377C0175df851aC8aC1B026f49BF21f45Df,1,1,1449897,4349693,1,1
0x258302D09995A71B185097738a46Ec2095b9197f,1,1,1432801,4298404,1,1
0xD5a7c2f8BE432c71263382AB5Eb5EF2bEd11b36d,1,1,1416275,4248827,1,1
0xc47E22087e87e31700853E86ee891dbeeb65B7Cc,1,1,1415865,4247597,1,1
0x71AB54f8627bDa8414f7D301F7C97c176b0d2D54,1,1,1395415,4186247,1,1
0xD87d0ab2D602956e77f56099AB1411dEaaa00f81,1,1,1392330,4176992,1,1
0x4B053c39787dc11607416cD8f6a95F32DA98376D,1,1,1381131,4143393,1,1
0x0eebe97A67543867a0074247237Fc4a08Da9157C,1,1,1370480,4111442,1,1
0x8234E8c2252973d7F8Ada681E97c42899b86A769,1,1,1353038,4059114,1,1
0x9B9256355822f96eE2688001e5150025d44Ea92E,1,1,1346041,4038124,1,1
0xB30ba7aF0f0F6031E767C4101a653BF640609Ab4,1,1,1321809,3965428,1,1
0xab298F9fD499dD6F14b407B6Aa29DBa4b4FF216e,1,1,1319292,3957876,1,1
0x3F8F055F252Dc90aC494409f37c0fA3BB014959A,1,1,1312384,3937152,1,1
0xA763C4af54221c75EB6E199Ca489De59d50A7000,1,1,1310378,3931134,1,1
0xe732eA56A02B979aa9C82A1e478454250d78528d,1,1,1303165,3909495,1,1
0xeAD8aA856faC469e54642151437c4e69743EeE6e,1,1,1287469,3862407,1,1
0xDA550c57852fb60135B2c164AbFC805633922e62,1,1,1241577,3724731,1,1
0x5Fd1CcC4cb0678DEDb8268e41876f9979ACAAA22,1,1,1232329,3696989,1,1
0x6b7DfCD73092f04a803A94131854c6D0c3712dEc,1,1,1229555,3688667,1,1
0xA1C207B3061E9bf86b672Ea72b0A768bE4b9a82e,1,1,1218440,3655322,1,1
0x5505F7442fcBAD24F65265c422f8A055993815c4,1,1,1153691,3461073,1,1
0xB36Be3fAf4b6B865b0E45F3D5f46d820C0fCb3A2,1,1,1148079,3444239,1,1
0x7377D5b1B3300b8b8593b23852199e8c4366CD73,1,1,1134675,3404025,1,1
