address,amount0,amount1,amount2,amount3,amount4,amount5
0x96591d07C845195F14c1D787EA1c2d916432eD16,1,1,4031534,12094604,1,1
0x8Ef281Ee1a0Dc2168B08607a916F22FE83aDa3D4,1,1,3933647,11800942,1,1
0x26085e33fc513cDdb25A86117C39163a662eC729,1,1,3749868,11249605,1,1
0xBE930a3b01f2e4d8F8b0c21b44caFDdB1fBF6050,1,1,3684710,11054131,1,1
0x3e07Eeeb45844B2F25974837ccE3b18e3E1ade7D,1,1,3600571,10801715,1,1
0xC9500e5746e15eddD46e0D45115d913694169c27,1,1,3213107,9639321,1,1
0xBbEf6BF013FA37af02100464F081719D24eb8DeE,1,1,3189013,9567039,1,1
0xe769FeE3bd6BB6a1378333D2F3A9DED0ff23a4Ac,1,1,3010088,9030265,1,1
0x48634c9ec8A7Fc74584eDA1Ad6AEbcd7c94522c8,1,1,2916583,8749750,1,1
0xA4bc3781d744f3E2bFD861Fd22197155b8BC4A63,1,1,2783537,8350612,1,1
0xDd77a81910f4513524bdA1394A3dE2237E4288e1,1,1,2728566,8185700,1,1
0xc663a36d5D48473dfad67249d8718B9F52206558,1,1,2660399,7981198,1,1
0xC9be11Ed9c718Bac84323fA514C8cc3d8C8eB36a,1,1,2594648,7783946,1,1
0x1674FD1E79Fc9E9992e709352820D03Bc4C91aC2,1,1,2370364,7111092,1,1
0x0b2B7216a9F40b0BEc45CCb9b5A2A4bA50165e9E,1,1,2346281,7038844,1,1
0x59C427c88b232cfE3070383e002f56374e33C73E,1,1,2220898,6662695,1,1
0xfDbcfFdb3dee6577E47d149B8dD466B0a8dd8831,1,1,2166909,6500729,1,1
0x7443235a0AeAbbd9A9d1c179E546aFAC1eD5b46b,1,1,2064311,6192934,1,1
0xb2e463EB959E08a083A28A56B9dF426093516803,1,1,2054726,6164180,1,1
0xc429E054Fa547B8263F796dB5980988dAc2Db349,1,1,2022241,6066723,1,1
0x0C2FC0B202cA4D3ca9B68E55dE43086C97954797,1,1,1996535,5989606,1,1
0x88f0AF1d2282129760208dD15f7b7E576Ea32Bf0,1,1,1972168,5916504,1,1
0x5a6e796df17fce55B1feeD8f6057B26CC14aFa87,1,1,1970632,5911898,1,1
0x00e7510fBc104AFC83206852Af02B13AB3aDf1A2,1,1,1946460,5839380,1,1
0x2fb765FEC711a52b1a388494870161b4c925B697,1,1,1934866,5804598,1,1
0x9DB4617A97EA3C1954947b156365AeC4816368a2,1,1,1887255,5661765,1,1
0x207fe0144597b1A097E81e9c0443BdAfc9AFbc20,1,1,1783023,5349070,1,1
0x2a0f0Cb3b48F673692D2Fa69181Fde70b2fCC9CE,1,1,1776615,5329846,1,1
0x88B304E3a65005b1b3B20E24Cda965691339E988,1,1,1762793,5288380,1,1
0xD0C5c6454524Eb80056e345fa283F461b2b1Ecc3,1,1,1756366,5269099,1,1
